32.77818937,44.14628642
32.77719565,44.16277725
32.78151465,44.18091952
32.78691674,44.19604501
32.78743542,44.20807572
32.77713891,44.22255556
32.75694869,44.22770045
32.7443745,44.23147019
32.73647762,44.24121314
32.72950589,44.25800639
32.7340159,44.26287057
32.73574978,44.2654337
32.73837782,44.267262
32.74178661,44.26987333
32.74085349,44.27098763
32.73757704,44.27038745
32.73400168,44.26946355
32.72904764,44.26933369
32.72440497,44.27061973
32.7177741,44.27151724
32.70980082,44.27067373
32.70343015,44.26606418
32.70006134,44.25694325
32.6958094,44.24809178
32.68804152,44.24266852
32.67554907,44.22369802
32.66645576,44.21855094
32.65975211,44.20685223
32.64903376,44.20694687
32.64062594,44.2054538
32.63391649,44.2060927
32.63809755,44.21238681
32.63659288,44.21751836
32.63047695,44.22252449
32.63069373,44.23507015
32.63542741,44.24251317
32.63489389,44.24439507
32.63070039,44.25448419
32.62369572,44.26892387
32.61605207,44.27526868
32.59892283,44.27596492
32.58840962,44.27856184
32.58099378,44.28350579
32.56610693,44.28376373
32.55846554,44.29066122
32.55173219,44.29099325
32.53408156,44.29292348
32.52614905,44.28753729
32.52128424,44.27624393
32.50890464,44.27459999
32.48596932,44.29329999
32.47532784,44.29329641
32.47227629,44.29621875
32.46608088,44.30014201
32.45923428,44.30416581
32.44776678,44.30969717
32.44541715,44.31072365
32.43805134,44.31170816
32.4359834,44.31087548
32.43289786,44.30766557
32.42866907,44.30393645
32.4228736,44.29957825
32.41926433,44.2968686
32.41688326,44.29505161
32.41500047,44.29365035
32.41433639,44.29341954
32.41350605,44.2933658
32.40702012,44.29458485
32.38978811,44.29744482
32.38017367,44.29686529
32.35587428,44.3107126
32.32749327,44.32081348
32.35033067,44.29945382
32.35441915,44.29538608
32.35233652,44.29055897
32.33588708,44.26372176
32.31858444,44.22100453
32.30062151,44.16052275
32.28228365,44.09681585
32.25844559,44.01944967
32.22450985,43.91004042
32.1423576,43.64235964
32.19298393,43.58987913
32.30591051,43.47650994
32.33362617,43.4496215
32.36553891,43.41590573
32.42458211,43.35665779
32.50574911,43.27368541
32.62964248,43.14616978
32.67326618,43.30736816
32.67613587,43.4986728
32.67669953,43.53695639
32.79800745,43.53848999
32.8003913,43.72654177
32.80137394,43.79107344
32.84178712,43.92972762
32.81038154,44.0412188
32.80042629,44.07228153
32.79049144,44.1040438
32.78120964,44.13553117
32.77818937,44.14628642
32.63204843,44.17830517
32.63204806,44.17832113
32.63238835,44.17675502
32.63204843,44.17830517
32.63108816,44.18707009
32.63071026,44.19011297
32.63052275,44.19166717
32.63028422,44.19361825
32.63108816,44.18707009
32.63190565,44.18223397
32.63190643,44.18221702
32.6313838,44.1852537
32.63108816,44.18707009
